4 	 5 	 0 	 52 	 45986 	 DF 	 0 	 50 	 6 	 34893 	 140.82.114.25 	 10.5.4.100 	 0 	 	1622859494.669911	 443 	 58324 	 3852286068 	 2446585101 	 8 	 0 	 A 	 70 	 50755 	 0 	 3 	 0	 b''	 b''
4 	 5 	 0 	 87 	 49146 	 DF 	 0 	 64 	 17 	 48899 	 10.5.4.100 	 172.16.1.31 	 0 	 DNS	1622859498.059006	 46661 	 53 	 None 	 None 	 None 	 None 	 None 	 None 	 48108 	 None 	 None 	 59	 b'C\xe4\x01\x00\x00\x01\x00\x00\x00\x00\x00\x01\x08incoming\ttelemetry\x07mozilla\x03org\x00\x00\x01\x00\x01\x00\x00)\x02\x00\x00\x00\x00\x00\x00\x00'	 b'43e40100000100000000000108696e636f6d696e670974656c656d65747279076d6f7a696c6c61036f726700000100010000290200000000000000'
4 	 5 	 0 	 87 	 49147 	 DF 	 0 	 64 	 17 	 48898 	 10.5.4.100 	 172.16.1.31 	 0 	 DNS	1622859498.059549	 53923 	 53 	 None 	 None 	 None 	 None 	 None 	 None 	 48108 	 None 	 None 	 59	 b't\xdc\x01\x00\x00\x01\x00\x00\x00\x00\x00\x01\x08incoming\ttelemetry\x07mozilla\x03org\x00\x00\x1c\x00\x01\x00\x00)\x02\x00\x00\x00\x00\x00\x00\x00'	 b'74dc0100000100000000000108696e636f6d696e670974656c656d65747279076d6f7a696c6c61036f726700001c00010000290200000000000000'
4 	 5 	 0 	 531 	 24943 	  	 0 	 63 	 17 	 23763 	 172.16.1.31 	 10.5.4.100 	 0 	 DNS	1622859498.212297	 53 	 46661 	 None 	 None 	 None 	 None 	 None 	 None 	 61339 	 None 	 None 	 503	 b'C\xe4\x81\x80\x00\x01\x00\n\x00\x04\x00\x04\x08incoming\ttelemetry\x07mozilla\x03org\x00\x00\x01\x00\x01\xc0\x0c\x00\x05\x00\x01\x00\x00\x00<\x00/\x12telemetry-incoming\x05r53-2\x08services\x07mozilla\x03com\x00\xc0<\x00\x05\x00\x01\x00\x00\x01,\x00?$pipeline-incoming-prod-elb-149169523\tus-west-2\x03elb\tamazonaws\xc0f\xc0w\x00\x01\x00\x01\x00\x00\x00<\x00\x04"\xd47\xaa\xc0w\x00\x01\x00\x01\x00\x00\x00<\x00\x04"\xd7\x1c\x98\xc0w\x00\x01\x00\x01\x00\x00\x00<\x00\x04"\xd8\x12]\xc0w\x00\x01\x00\x01\x00\x00\x00<\x00\x04"\xd8q.\xc0w\x00\x01\x00\x01\x00\x00\x00<\x00\x04,\xeb\x1c\x99\xc0w\x00\x01\x00\x01\x00\x00\x00<\x00\x04,\xec\xbf5\xc0w\x00\x01\x00\x01\x00\x00\x00<\x00\x04,\xee\xbeN\xc0w\x00\x01\x00\x01\x00\x00\x00<\x00\x04,\xef\xfa\x0e\xc0\x9c\x00\x02\x00\x01\x00\x00\x07\x08\x00\x19\x07ns-1769\tawsdns-29\x02co\x02uk\x00\xc0\x9c\x00\x02\x00\x01\x00\x00\x07\x08\x00\x13\x06ns-332\tawsdns-41\xc0f\xc0\x9c\x00\x02\x00\x01\x00\x00\x07\x08\x00\x16\x06ns-560\tawsdns-06\x03net\x00\xc0\x9c\x00\x02\x00\x01\x00\x00\x07\x08\x00\x14\x07ns-1475\tawsdns-56\xc0\'\xc1g\x00\x01\x00\x01\x00\x01\xd1\xa5\x00\x04\xcd\xfb\xc1L\xc1\x86\x00\x01\x00\x01\x00\x01\xd1\xa5\x00\x04\xcd\xfb\xc20\xc1\xa8\x00\x01\x00\x01\x00\x01\xd1\xa5\x00\x04\xcd\xfb\xc5\xc3\x00\x00)\x10\x00\x00\x00\x00\x00\x00\x00'	 b'43e481800001000a0004000408696e636f6d696e670974656c656d65747279076d6f7a696c6c61036f72670000010001c00c000500010000003c002f1274656c656d657472792d696e636f6d696e67057235332d32087365727669636573076d6f7a696c6c6103636f6d00c03c000500010000012c003f24706970656c696e652d696e636f6d696e672d70726f642d656c622d3134393136393532330975732d776573742d3203656c6209616d617a6f6e617773c066c077000100010000003c000422d437aac077000100010000003c000422d71c98c077000100010000003c000422d8125dc077000100010000003c000422d8712ec077000100010000003c00042ceb1c99c077000100010000003c00042cecbf35c077000100010000003c00042ceebe4ec077000100010000003c00042ceffa0ec09c00020001000007080019076e732d3137363909617773646e732d323902636f02756b00c09c00020001000007080013066e732d33333209617773646e732d3431c066c09c00020001000007080016066e732d35363009617773646e732d3036036e657400c09c00020001000007080014076e732d3134373509617773646e732d3536c027c167000100010001d1a50004cdfbc14cc186000100010001d1a50004cdfbc230c1a8000100010001d1a50004cdfbc5c30000291000000000000000'
4 	 5 	 0 	 299 	 24944 	  	 0 	 63 	 17 	 23994 	 172.16.1.31 	 10.5.4.100 	 0 	 DNS	1622859498.214478	 53 	 53923 	 None 	 None 	 None 	 None 	 None 	 None 	 3907 	 None 	 None 	 271	 b't\xdc\x81\x80\x00\x01\x00\x02\x00\x01\x00\x01\x08incoming\ttelemetry\x07mozilla\x03org\x00\x00\x1c\x00\x01\xc0\x0c\x00\x05\x00\x01\x00\x00\x00<\x00/\x12telemetry-incoming\x05r53-2\x08services\x07mozilla\x03com\x00\xc0<\x00\x05\x00\x01\x00\x00\x01,\x00?$pipeline-incoming-prod-elb-149169523\tus-west-2\x03elb\tamazonaws\xc0f\xc0\x9c\x00\x06\x00\x01\x00\x00\x00<\x00B\x06ns-332\tawsdns-41\xc0f\x11awsdns-hostmaster\x06amazon\xc0f\x00\x00\x00\x01\x00\x00\x1c \x00\x00\x03\x84\x00\x12u\x00\x00\x00\x00<\x00\x00)\x10\x00\x00\x00\x00\x00\x00\x00'	 b'74dc8180000100020001000108696e636f6d696e670974656c656d65747279076d6f7a696c6c61036f726700001c0001c00c000500010000003c002f1274656c656d657472792d696e636f6d696e67057235332d32087365727669636573076d6f7a696c6c6103636f6d00c03c000500010000012c003f24706970656c696e652d696e636f6d696e672d70726f642d656c622d3134393136393532330975732d776573742d3203656c6209616d617a6f6e617773c066c09c000600010000003c0042066e732d33333209617773646e732d3431c06611617773646e732d686f73746d617374657206616d617a6f6ec0660000000100001c2000000384001275000000003c0000291000000000000000'
4 	 5 	 0 	 60 	 22476 	 DF 	 0 	 64 	 6 	 44425 	 10.5.4.100 	 44.239.250.14 	 0 	 	1622859498.214813	 54226 	 443 	 3015976420 	 0 	 10 	 0 	 S 	 64240 	 13717 	 0 	 5 	 0	 b''	 b''
4 	 5 	 0 	 121 	 49161 	 DF 	 0 	 64 	 17 	 48850 	 10.5.4.100 	 172.16.1.31 	 0 	 DNS	1622859498.215632	 52860 	 53 	 None 	 None 	 None 	 None 	 None 	 None 	 48142 	 None 	 None 	 93	 b'\xf1\xeb\x01\x00\x00\x01\x00\x00\x00\x00\x00\x01$pipeline-incoming-prod-elb-149169523\tus-west-2\x03elb\tamazonaws\x03com\x00\x00\x1c\x00\x01\x00\x00)\x02\x00\x00\x00\x00\x00\x00\x00'	 b'f1eb0100000100000000000124706970656c696e652d696e636f6d696e672d70726f642d656c622d3134393136393532330975732d776573742d3203656c6209616d617a6f6e61777303636f6d00001c00010000290200000000000000'
4 	 5 	 0 	 199 	 24945 	  	 0 	 63 	 17 	 24093 	 172.16.1.31 	 10.5.4.100 	 0 	 DNS	1622859498.219614	 53 	 52860 	 None 	 None 	 None 	 None 	 None 	 None 	 40021 	 None 	 None 	 171	 b'\xf1\xeb\x81\x80\x00\x01\x00\x00\x00\x01\x00\x01$pipeline-incoming-prod-elb-149169523\tus-west-2\x03elb\tamazonaws\x03com\x00\x00\x1c\x00\x01\xc01\x00\x06\x00\x01\x00\x00\x00<\x00B\x06ns-332\tawsdns-41\xc0I\x11awsdns-hostmaster\x06amazon\xc0I\x00\x00\x00\x01\x00\x00\x1c \x00\x00\x03\x84\x00\x12u\x00\x00\x00\x00<\x00\x00)\x10\x00\x00\x00\x00\x00\x00\x00'	 b'f1eb8180000100000001000124706970656c696e652d696e636f6d696e672d70726f642d656c622d3134393136393532330975732d776573742d3203656c6209616d617a6f6e61777303636f6d00001c0001c031000600010000003c0042066e732d33333209617773646e732d3431c04911617773646e732d686f73746d617374657206616d617a6f6ec0490000000100001c2000000384001275000000003c0000291000000000000000'
4 	 5 	 0 	 60 	 0 	 DF 	 0 	 222 	 6 	 26453 	 44.239.250.14 	 10.5.4.100 	 0 	 	1622859498.423943	 443 	 54226 	 841860963 	 3015976421 	 10 	 0 	 SA 	 26847 	 53155 	 0 	 5 	 0	 b''	 b''
4 	 5 	 0 	 52 	 22477 	 DF 	 0 	 64 	 6 	 44432 	 10.5.4.100 	 44.239.250.14 	 0 	 	1622859498.424041	 54226 	 443 	 3015976421 	 841860964 	 8 	 0 	 A 	 502 	 13709 	 0 	 3 	 0	 b''	 b''
